"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Laboratory/Materials/M_Door_Low_1001_BaseColor_Mat.M_Door_Low_1001_BaseColor_Mat","0","3","3","1","0.000000","0","3"
"/Game/Laboratory/Materials/M_Cup_1001_BaseColor_Mat.M_Cup_1001_BaseColor_Mat","0","3","3","1","9.375906","0","3"
"/Game/Laboratory/Materials/M_CONDICIONER_1001_BaseColor_Mat.M_CONDICIONER_1001_BaseColor_Mat","0","3","3","1","0.000000","0","3"
"/Game/Laboratory/Materials/M_Clotch_1001_BaseColor_Mat.M_Clotch_1001_BaseColor_Mat","0","6","7","1","30.607891","0","7"
"/Game/Laboratory/Materials/M_Chip_1001_BaseColor_Mat.M_Chip_1001_BaseColor_Mat","0","3","3","1","0.000000","0","3"
"/Game/Laboratory/Materials/M_Teleshka_1001_BaseColor_Mat.M_Teleshka_1001_BaseColor_Mat","0","3","3","1","0.000000","0","3"
"/Game/Laboratory/Materials/M_Camera_1001_BaseColor_Mat.M_Camera_1001_BaseColor_Mat","0","3","3","1","0.000000","0","3"
"/Game/Laboratory/Materials/M_Box_101_BaseColor_Mat.M_Box_101_BaseColor_Mat","0","3","3","1","0.000000","0","3"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","3","3","1","0.000000","0","3"
"/Game/LevelPrototyping/Materials/WhiteBox_Dark01.WhiteBox_Dark01","0","3","3","1","0.000000","0","3"
"/Game/Characters/Skeleton/Mat_Skeleton.Mat_Skeleton","0","28","32","1","63.379875","0","32"
"/Game/Characters/Skeleton/Texture/M_Fire_SubUV.M_Fire_SubUV","0","20","20","1","40.022327","0","20"
"/Game/Characters/Skeleton/Sword/Mat_Sword.Mat_Sword","0","14","16","1","0.000000","0","16"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","90","90","1","10.359717","0","90"
"/UVEditor/Materials/UVEditor_UnwrapMaterial.UVEditor_UnwrapMaterial","0","11","12","1","25.506804","0","12"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","0","110","120","6","0.000000","0","120"
"/Engine/EditorLandscapeResources/LandscapeLayerUsageMaterial.LandscapeLayerUsageMaterial","0","2","2","1","2.830977","0","2"
"/InterchangeAssets/gltf/M_Default.M_Default","0","118","136","6","0.000000","0","136"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","0","118","136","6","0.000000","0","136"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","0","90","100","6","0.000000","0","100"
"/Game/Laboratory/Materials/M_Glass.M_Glass","0","24","24","1","132.908157","0","24"
"/Engine/EditorLandscapeResources/MaskBrushMaterial.MaskBrushMaterial","0","5","5","1","4.344509","1","5"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","110","120","6","0.000000","0","120"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","0","36","36","2","0.000000","0","36"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","57","63","1","0.000000","0","63"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","75","75","1","32.913960","0","75"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","31","31","1","17.610699","0","31"
"/ControlRig/M_Manip.M_Manip","0","8","9","1","0.000000","0","9"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","8","9","1","0.000000","0","9"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","2","2","1","0.000000","0","2"
"/Game/shit/standardSurface1.standardSurface1","0","3","3","1","0.000000","0","3"
"/Game/shit/mat1.mat1","0","3","3","1","0.000000","0","3"
"/Game/shit/mat0.mat0","0","3","3","1","0.000000","0","3"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","3","3","1","0.000000","0","3"
"/Engine/EditorLandscapeResources/SelectBrushMaterial.SelectBrushMaterial","0","10","10","2","8.479618","0","10"
"/CameraCalibrationCore/Materials/M_DefaultOddSquare.M_DefaultOddSquare","0","4","4","1","0.000000","0","4"
"/CameraCalibrationCore/Materials/M_DefaultEvenSquare.M_DefaultEvenSquare","0","4","4","1","0.000000","0","4"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","0","33","36","1","0.000000","0","36"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","0","57","63","1","0.000000","0","63"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","33","36","1","0.000000","0","36"
"/Game/shit/M_Bat.M_Bat","0","3","3","1","2.955175","0","3"
"/Game/Laboratory/Materials/M_Wall.M_Wall","0","3","3","1","2.978889","0","3"
"/Game/Laboratory/Materials/M_Warka.M_Warka","0","3","3","1","0.000000","0","3"
"/Game/Laboratory/Materials/M_Base_Color_Mat.M_Base_Color_Mat","0","3","3","1","8.218252","3","9"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","609","632","1","319.872009","0","632"
"/Game/shit/shit2/openPBR_shader1.openPBR_shader1","0","3","3","1","0.000000","0","3"
"/Game/Laboratory/Materials/M_for_svet_2.M_for_svet_2","0","3","3","1","3.625495","0","3"
"/Game/MAP/Texture/Tube/Lab_Tube_01.Lab_Tube_01","0","5","5","1","1.927353","0","5"
"/Game/MAP/Texture/Trans_Window_01.Trans_Window_01","0","5","5","1","0.000000","0","5"
"/Game/MAP/Texture/Cell/Lab_Cell_04.Lab_Cell_04","0","5","5","1","0.000000","0","5"
"/Game/MAP/Texture/Cell/Lab_Cell_02.Lab_Cell_02","0","5","5","1","0.000000","0","5"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","2","2","1","3.424629","0","2"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","37","37","1","1.683241","0","37"
"/Engine/VREditor/TransformGizmo/Main.Main","0","5","5","1","0.000000","0","5"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","6","6","1","8.546197","0","6"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","9","9","1","8.912927","0","9"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","2","2","1","3.095314","0","2"
"/Game/Weapon/AA_gun1/Materials/standardSurface1.standardSurface1","0","3","3","1","4.602573","0","3"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","2","2","1","0.000000","0","2"
"/Game/Characters/Mecha/Lowpoly/Baked.Baked","0","9","9","1","13.153918","0","9"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","5","5","1","1.706884","0","5"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","5","5","1","1.768532","0","5"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","5","5","1","1.410727","0","5"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","5","5","1","1.404245","0","5"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","5","6","1","4.998859","0","6"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","14","16","1","16.098726","0","16"
"/Game/Characters/Mecha/Materials/aiStandardSurface2.aiStandardSurface2","0","6","6","1","7.106098","0","6"
"/Game/Characters/Mecha/Materials/aiStandardSurface3.aiStandardSurface3","0","6","6","1","0.000000","0","6"
"/Game/Characters/Mecha/Materials/aiStandardSurface4.aiStandardSurface4","0","6","6","1","6.751595","0","6"
"/Game/Characters/Mecha/Materials/aiStandardSurface5.aiStandardSurface5","0","6","6","1","5.790155","0","6"
"/Game/Characters/Mecha/Materials/aiStandardSurface6.aiStandardSurface6","0","6","6","1","0.000000","0","6"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","14","14","1","10.522649","0","14"
"/Game/Characters/Mecha/Materials/aiStandardSurface7.aiStandardSurface7","0","6","6","1","5.608202","0","6"
"/Game/Characters/Mecha/Materials/aiStandardSurface1.aiStandardSurface1","0","6","6","1","7.545124","0","6"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","5","5","1","2.974579","0","5"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","5","5","1","1.355501","0","5"
"/Engine/EditorLandscapeResources/ColorMaskBrushMaterial.ColorMaskBrushMaterial","0","5","5","1","4.149503","0","5"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","5","5","1","1.393422","0","5"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","0","6","6","1","7.645243","0","6"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","5","6","1","5.467954","0","6"
"/Engine/EditorLandscapeResources/LandscapeDirtyMaterial.LandscapeDirtyMaterial","0","5","5","1","4.250752","0","5"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","0","6","7","1","10.070018","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.SculptMaterial","0","6","7","1","8.003421","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","7","7","1","1.774765","0","7"
"/Engine/EditorLandscapeResources/LayerVisMaterial.LayerVisMaterial","0","2","2","1","2.786733","0","2"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","10","0","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","0","12","14","1","18.794645","0","0"
"/Game/Characters/Mecha/Materials/light1.light1","0","6","6","1","6.261195","0","6"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","25","25","1","2.681805","0","25"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","14","14","1","11.767752","0","14"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","6","0","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","40","0","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","24","0","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","9","0","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","2","0","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","8","0","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","6","0","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","6","0","1","0.000000","0","0"
"Globals","49","15774","0","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","44","48","1","0.000000","0","48"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","81","86","6","169.804199","0","96"
"/Engine/EditorLandscapeResources/LandscapeLayerUsageMaterial.LandscapeLayerUsageMaterial","49","7","7","1","32.960705","0","7"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","44","48","1","0.000000","0","48"
"/Game/Laboratory/Materials/M_Base_Color_Mat.M_Base_Color_Mat","49","8","8","1","41.124550","8","24"
"/Game/Laboratory/Materials/M_SHIT_2.M_SHIT_2","49","13","13","1","0.000000","0","13"
"/Engine/EditorLandscapeResources/MaskBrushMaterial.MaskBrushMaterial","49","10","10","1","5.574721","7","10"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","22","22","1","56.604565","0","22"
"/Game/Laboratory/Materials/M_Box2_1001_BaseColor_Mat.M_Box2_1001_BaseColor_Mat","49","9","10","1","0.000000","0","10"
"/Game/Characters/Mecha/Lowpoly/Baked.Baked","49","22","22","1","95.990974","0","22"
"/Game/Laboratory/Materials/M_Shkaf_Low_1001_BaseColor_Mat.M_Shkaf_Low_1001_BaseColor_Mat","49","8","8","1","0.000000","0","8"
"/Game/Laboratory/Materials/M_Shkaf_Low_101_BaseColor_Mat.M_Shkaf_Low_101_BaseColor_Mat","49","8","8","1","0.000000","0","8"
"/Game/Laboratory/Materials/M_BIG_1001_BaseColor_Mat.M_BIG_1001_BaseColor_Mat","49","8","8","1","0.000000","0","8"
"/Game/Laboratory/Materials/M_VOda_1001_BaseColor_Mat.M_VOda_1001_BaseColor_Mat","49","8","8","1","0.000000","0","8"
"/Game/Laboratory/Materials/M_vikl_1001_BaseColor_Mat.M_vikl_1001_BaseColor_Mat","49","8","8","1","0.000000","0","8"
"/Game/Laboratory/Materials/M_Pincet_1001_BaseColor_Mat.M_Pincet_1001_BaseColor_Mat","49","8","8","1","0.000000","0","8"
"/Game/Laboratory/Materials/M_TOXIN_1001_BaseColor_Mat.M_TOXIN_1001_BaseColor_Mat","49","8","8","1","0.000000","0","8"
"/Game/Laboratory/Materials/M_K_1001_BaseColor_Mat.M_K_1001_BaseColor_Mat","49","8","8","1","0.000000","0","8"
"/Game/Laboratory/Materials/M_Shwabra_1001_BaseColor_Mat.M_Shwabra_1001_BaseColor_Mat","49","8","8","1","0.000000","0","8"
"/Game/Laboratory/Materials/M_Open_tool_1001_BaseColor_Mat.M_Open_tool_1001_BaseColor_Mat","49","8","8","1","0.000000","0","8"
"/Game/Laboratory/Materials/M_MOTOR_1001_BaseColor_Mat.M_MOTOR_1001_BaseColor_Mat","49","8","8","1","0.000000","0","8"
"/Game/Laboratory/Materials/M_MIni_Stolik_1001_BaseColor_Mat.M_MIni_Stolik_1001_BaseColor_Mat","49","8","8","1","0.000000","0","8"
"/Game/Laboratory/Materials/M_MICROSCOPE_1001_BaseColor_Mat.M_MICROSCOPE_1001_BaseColor_Mat","49","8","8","1","0.000000","0","8"
"/Game/Laboratory/Materials/M_Kru_1001_BaseColor_Mat.M_Kru_1001_BaseColor_Mat","49","8","8","1","0.000000","0","8"
"/Game/Laboratory/Materials/M_Box_1001_BaseColor_Mat.M_Box_1001_BaseColor_Mat","49","8","8","1","0.000000","0","8"
"/Game/Laboratory/Materials/M_Krutilka_1001_BaseColor_Mat.M_Krutilka_1001_BaseColor_Mat","49","8","8","1","0.000000","0","8"
"/Game/Laboratory/Materials/M_NETBOOOK_1001_BaseColor_Mat.M_NETBOOOK_1001_BaseColor_Mat","49","8","8","1","0.000000","0","8"
"/Game/Laboratory/Materials/M_Svet_2_1001_BaseColor_Mat.M_Svet_2_1001_BaseColor_Mat","49","8","8","1","0.000000","0","8"
"/Game/Laboratory/Materials/M_Svet_1001_BaseColor_Mat.M_Svet_1001_BaseColor_Mat","49","8","8","1","0.000000","0","8"
"/Game/Laboratory/Materials/M_lestnica_1001_BaseColor_Mat.M_lestnica_1001_BaseColor_Mat","49","8","8","1","0.000000","0","8"
"/Game/Laboratory/Materials/M_2_1001_BaseColor_Mat.M_2_1001_BaseColor_Mat","49","8","8","1","0.000000","0","8"
"/Game/Laboratory/Materials/M_ZAbor_1001_BaseColor_Mat.M_ZAbor_1001_BaseColor_Mat","49","8","8","1","0.000000","0","8"
"/Game/Laboratory/Materials/M_Door_Low_1001_BaseColor_Mat.M_Door_Low_1001_BaseColor_Mat","49","8","8","1","0.000000","0","8"
"/Game/Laboratory/Materials/M_Cup_1001_BaseColor_Mat.M_Cup_1001_BaseColor_Mat","49","8","8","1","0.000000","0","8"
"/Game/Laboratory/Materials/M_CONDICIONER_1001_BaseColor_Mat.M_CONDICIONER_1001_BaseColor_Mat","49","8","8","1","0.000000","0","8"
"/Game/Laboratory/Materials/M_Clotch_1001_BaseColor_Mat.M_Clotch_1001_BaseColor_Mat","49","11","12","1","0.000000","0","12"
"/Game/Laboratory/Materials/M_Chip_1001_BaseColor_Mat.M_Chip_1001_BaseColor_Mat","49","8","8","1","0.000000","0","8"
"/Game/Laboratory/Materials/M_Teleshka_1001_BaseColor_Mat.M_Teleshka_1001_BaseColor_Mat","49","8","8","1","0.000000","0","8"
"/Game/Laboratory/Materials/M_Camera_1001_BaseColor_Mat.M_Camera_1001_BaseColor_Mat","49","8","8","1","0.000000","0","8"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","58","64","2","0.000000","0","64"
"/Engine/EditorLandscapeResources/SelectBrushMaterial.SelectBrushMaterial","49","20","20","2","41.842472","0","20"
"/Game/Laboratory/Materials/M_1_1001_BaseColor_Mat.M_1_1001_BaseColor_Mat","49","8","8","1","0.000000","0","8"
"/Game/Laboratory/Materials/M_BED_1001_BaseColor_Mat.M_BED_1001_BaseColor_Mat","49","8","8","1","0.000000","0","8"
"/Game/Laboratory/Materials/M_Acid_1001_BaseColor_Mat.M_Acid_1001_BaseColor_Mat","49","8","8","1","0.000000","0","8"
"/Game/Holographic/M_Holographic1.M_Holographic1","49","25","29","1","0.000000","0","29"
"/Game/Laboratory/Materials/M_Box_101_BaseColor_Mat.M_Box_101_BaseColor_Mat","49","8","8","1","0.000000","0","8"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","49","13","13","1","0.000000","0","13"
"/Game/LevelPrototyping/Materials/WhiteBox_Dark01.WhiteBox_Dark01","49","13","13","1","0.000000","0","13"
"/Game/Characters/Skeleton/Mat_Skeleton.Mat_Skeleton","49","38","42","1","0.000000","0","42"
"/Game/Characters/Skeleton/Texture/M_Fire_SubUV.M_Fire_SubUV","49","28","28","1","0.000000","0","28"
"/Game/Characters/Skeleton/Sword/Mat_Sword.Mat_Sword","49","67","69","1","0.000000","0","69"
"/Game/Characters/Mecha/Materials/aiStandardSurface1.aiStandardSurface1","49","16","16","1","39.241337","0","16"
"/Game/Characters/Mecha/Materials/aiStandardSurface2.aiStandardSurface2","49","16","16","1","42.203289","0","16"
"/Game/Characters/Mecha/Materials/aiStandardSurface7.aiStandardSurface7","49","16","16","1","38.813614","0","16"
"/Game/Characters/Mecha/Materials/aiStandardSurface3.aiStandardSurface3","49","16","16","1","0.000000","0","16"
"/Game/Characters/Mecha/Materials/aiStandardSurface4.aiStandardSurface4","49","16","16","1","41.513130","0","16"
"/Game/Characters/Mecha/Materials/aiStandardSurface5.aiStandardSurface5","49","16","16","1","38.749966","0","16"
"/Game/Characters/Mecha/Materials/aiStandardSurface6.aiStandardSurface6","49","16","16","1","0.000000","0","16"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","93","93","1","0.000000","0","93"
"/Game/Weapon/AA_gun1/Materials/standardSurface1.standardSurface1","49","13","13","1","19.552593","0","13"
"/UVEditor/Materials/UVEditor_UnwrapMaterial.UVEditor_UnwrapMaterial","49","16","17","1","0.000000","0","17"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","49","158","168","6","0.000000","0","168"
"/InterchangeAssets/gltf/M_Default.M_Default","49","166","184","6","0.000000","0","184"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","49","166","184","6","0.000000","0","184"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","49","254","264","6","0.000000","0","264"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","158","168","6","0.000000","0","168"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","49","54","54","2","0.000000","0","54"
"/Game/Laboratory/Materials/M_Glass.M_Glass","49","33","33","1","0.000000","0","33"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","1817","1840","1","0.000000","0","1840"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","22","24","1","6.762576","0","24"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","7","7","1","7.537432","0","7"
"/Game/shit/M_Bat.M_Bat","49","8","8","1","0.000000","0","8"
"/Game/Laboratory/Materials/M_Wall.M_Wall","49","8","8","1","0.000000","0","8"
"/Game/Laboratory/Materials/M_Warka.M_Warka","49","8","8","1","0.000000","0","8"
"","49","512","0","1","0.000000","513","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","32","32","1","0.000000","0","32"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","6","6","1","1.425754","0","6"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","49","73","79","1","0.000000","0","79"
"/Engine/EditorLandscapeResources/LayerVisMaterial.LayerVisMaterial","49","7","7","1","7.310755","0","7"
"/Engine/EditorLandscapeResources/ColorMaskBrushMaterial.ColorMaskBrushMaterial","49","10","10","1","4.526020","0","10"
"/Engine/EditorLandscapeResources/LandscapeDirtyMaterial.LandscapeDirtyMaterial","49","10","10","1","11.139769","0","10"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","21","21","1","16.227011","0","21"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","16","16","1","13.477666","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","22","22","1","33.776859","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","16","16","1","26.487137","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","16","16","1","26.312820","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","7","7","1","6.045425","0","0"
"/ControlRig/M_Manip.M_Manip","49","13","14","1","0.000000","0","14"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","13","14","1","10.904430","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","66","66","1","4.082809","0","66"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","45","45","1","26.998363","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","80","80","1","0.000000","0","80"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","49","51","56","1","37.955631","0","0"
"/Game/shit/standardSurface1.standardSurface1","49","8","8","1","0.000000","0","8"
"/Game/shit/mat1.mat1","49","8","8","1","0.000000","0","8"
"/Game/shit/mat0.mat0","49","8","8","1","0.000000","0","8"
"/Game/Characters/Mecha/Materials/light1.light1","49","16","16","1","26.661455","0","16"
"/Game/Laboratory/Materials/M_for_svet_2.M_for_svet_2","49","8","8","1","0.000000","0","8"
"/Game/MAP/Texture/Tube/Lab_Tube_01.Lab_Tube_01","49","10","10","1","0.000000","0","10"
